STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,Datetime
MDO,M,15,STORAGE,19820901 0000,19820930 0000,20480.0,,AF,1982-09-01
MDO,M,15,STORAGE,19821001 0000,19821031 0000,11000.0,,AF,1982-10-01
MDO,M,15,STORAGE,19821101 0000,19821130 0000,17360.0,,AF,1982-11-01
MDO,M,15,STORAGE,19821201 0000,19821231 0000,22620.0,,AF,1982-12-01
MDO,M,15,STORAGE,19830101 0000,19830131 0000,22500.0,,AF,1983-01-01
MDO,M,15,STORAGE,19830201 0000,19830228 0000,21990.0,,AF,1983-02-01
MDO,M,15,STORAGE,19830301 0000,19830331 0000,21240.0,,AF,1983-03-01
MDO,M,15,STORAGE,19830401 0000,19830430 0000,20440.0,,AF,1983-04-01
MDO,M,15,STORAGE,19830501 0000,19830531 0000,19400.0,,AF,1983-05-01
MDO,M,15,STORAGE,19830601 0000,19830630 0000,21970.0,,AF,1983-06-01
MDO,M,15,STORAGE,19830701 0000,19830731 0000,19220.0,,AF,1983-07-01
MDO,M,15,STORAGE,19830801 0000,19830831 0000,21460.0,,AF,1983-08-01
MDO,M,15,STORAGE,19830901 0000,19830930 0000,25410.0,,AF,1983-09-01
MDO,M,15,STORAGE,19831101 0000,19831130 0000,17600.0,,AF,1983-11-01
MDO,M,15,STORAGE,19831201 0000,19831231 0000,20620.0,,AF,1983-12-01
MDO,M,15,STORAGE,19840101 0000,19840131 0000,18750.0,,AF,1984-01-01
MDO,M,15,STORAGE,19840201 0000,19840229 0000,17230.0,,AF,1984-02-01
MDO,M,15,STORAGE,19840301 0000,19840331 0000,21280.0,,AF,1984-03-01
MDO,M,15,STORAGE,19840401 0000,19840430 0000,19290.0,,AF,1984-04-01
MDO,M,15,STORAGE,19840501 0000,19840531 0000,16610.0,,AF,1984-05-01
MDO,M,15,STORAGE,19840601 0000,19840630 0000,17780.0,,AF,1984-06-01
MDO,M,15,STORAGE,19840701 0000,19840731 0000,18070.0,,AF,1984-07-01
MDO,M,15,STORAGE,19840801 0000,19840831 0000,21570.0,,AF,1984-08-01
MDO,M,15,STORAGE,19840901 0000,19840930 0000,20120.0,,AF,1984-09-01
MDO,M,15,STORAGE,19841001 0000,19841031 0000,18630.0,,AF,1984-10-01
MDO,M,15,STORAGE,19841101 0000,19841130 0000,17330.0,,AF,1984-11-01
MDO,M,15,STORAGE,19841201 0000,19841231 0000,20220.0,,AF,1984-12-01
MDO,M,15,STORAGE,19850101 0000,19850131 0000,18140.0,,AF,1985-01-01
MDO,M,15,STORAGE,19850201 0000,19850228 0000,16770.0,,AF,1985-02-01
MDO,M,15,STORAGE,19850301 0000,19850331 0000,20300.0,,AF,1985-03-01
MDO,M,15,STORAGE,19850401 0000,19850430 0000,15130.0,,AF,1985-04-01
MDO,M,15,STORAGE,19850501 0000,19850531 0000,16600.0,,AF,1985-05-01
MDO,M,15,STORAGE,19850601 0000,19850630 0000,17600.0,,AF,1985-06-01
MDO,M,15,STORAGE,19850701 0000,19850731 0000,15580.0,,AF,1985-07-01
MDO,M,15,STORAGE,19850801 0000,19850831 0000,15630.0,,AF,1985-08-01
MDO,M,15,STORAGE,19850901 0000,19850930 0000,20080.0,,AF,1985-09-01
MDO,M,15,STORAGE,19851001 0000,19851031 0000,19960.0,,AF,1985-10-01
MDO,M,15,STORAGE,19851101 0000,19851130 0000,18806.0,,AF,1985-11-01
MDO,M,15,STORAGE,19851201 0000,19851231 0000,23437.0,,AF,1985-12-01
MDO,M,15,STORAGE,19860101 0000,19860131 0000,20960.0,,AF,1986-01-01
MDO,M,15,STORAGE,19860201 0000,19860228 0000,19860.0,,AF,1986-02-01
MDO,M,15,STORAGE,19860301 0000,19860331 0000,16818.0,,AF,1986-03-01
MDO,M,15,STORAGE,19860401 0000,19860430 0000,22135.0,,AF,1986-04-01
MDO,M,15,STORAGE,19860501 0000,19860531 0000,18770.0,,AF,1986-05-01
